label,frame_num,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
J,0,0.26609569787979126,0.8093294501304626,-3.4452091313141864e-07,0.31820452213287354,0.7874687910079956,-0.03538471832871437,0.3463461697101593,0.6976697444915771,-0.04860750585794449,0.3090497553348541,0.6071720719337463,-0.0583299919962883,0.26469728350639343,0.5744333863258362,-0.06006801873445511,0.3614785075187683,0.5888314247131348,-0.018512975424528122,0.3580504059791565,0.507612943649292,-0.04407743364572525,0.34290561079978943,0.5866761803627014,-0.05728539451956749,0.3444797694683075,0.624182939529419,-0.06292051821947098,0.32472658157348633,0.5644537210464478,-0.011949223466217518,0.32112371921539307,0.4919602870941162,-0.03771156072616577,0.3087652325630188,0.583537220954895,-0.04335390776395798,0.31439104676246643,0.6116098761558533,-0.041852157562971115,0.28842443227767944,0.5571226477622986,-0.011830170638859272,0.28493356704711914,0.4911288619041443,-0.03819549083709717,0.28127408027648926,0.569419801235199,-0.03763633966445923,0.2842227816581726,0.6187117099761963,-0.029947170987725258,0.25334033370018005,0.555853009223938,-0.014833610504865646,0.2510392665863037,0.45422324538230896,-0.028585605323314667,0.2454216182231903,0.39184141159057617,-0.03164788335561752,0.24188783764839172,0.33235234022140503,-0.031241994351148605
J,1,0.26640066504478455,0.8052805066108704,-3.438035207636858e-07,0.3178538680076599,0.7847319841384888,-0.035439345985651016,0.3466837406158447,0.695837676525116,-0.04869591444730759,0.31013962626457214,0.6054233312606812,-0.05839265137910843,0.2658887505531311,0.5715487599372864,-0.05990083888173103,0.36259210109710693,0.5868453979492188,-0.01886429637670517,0.35981643199920654,0.5073708295822144,-0.04438338801264763,0.34469276666641235,0.5870584845542908,-0.056935545057058334,0.346127986907959,0.6221795082092285,-0.062197621911764145,0.32572507858276367,0.5623100996017456,-0.012444021180272102,0.32322102785110474,0.4910461902618408,-0.038903530687093735,0.31081661581993103,0.5832943916320801,-0.04376356676220894,0.3159485459327698,0.6105391979217529,-0.04145030677318573,0.2894650995731354,0.5543592572212219,-0.012519466690719128,0.2860524654388428,0.4887693524360657,-0.03963327035307884,0.28241413831710815,0.5676414370536804,-0.038180604577064514,0.28559982776641846,0.6142777800559998,-0.029742693528532982,0.2544748783111572,0.5516769289970398,-0.015729309991002083,0.25190263986587524,0.4516404867172241,-0.029977746307849884,0.24652723968029022,0.39103686809539795,-0.03264667093753815,0.24356293678283691,0.3300980031490326,-0.03183707594871521
J,2,0.2672816216945648,0.8041915893554688,-3.332791322918638e-07,0.3187720775604248,0.7843915820121765,-0.03679637238383293,0.34891775250434875,0.6939157843589783,-0.050413478165864944,0.31121647357940674,0.6017213463783264,-0.060165468603372574,0.2649756669998169,0.5696492195129395,-0.06171390414237976,0.36459237337112427,0.5812625288963318,-0.018886182457208633,0.36144131422042847,0.5071800947189331,-0.04372933506965637,0.3469584286212921,0.5878073573112488,-0.056154415011405945,0.34867265820503235,0.6221818923950195,-0.061593230813741684,0.32790684700012207,0.5566642880439758,-0.01196354255080223,0.3252362012863159,0.48858314752578735,-0.038130003958940506,0.3129276633262634,0.5823004245758057,-0.0431847870349884,0.3174839913845062,0.6101517677307129,-0.04097950458526611,0.2915630638599396,0.5493714809417725,-0.01163029856979847,0.2875905930995941,0.4867505431175232,-0.03880656138062477,0.2848000228404999,0.5663402676582336,-0.0378732904791832,0.2881655693054199,0.6134049296379089,-0.029711889103055,0.2562965452671051,0.5472730398178101,-0.01449912041425705,0.2538638710975647,0.44801437854766846,-0.028851518407464027,0.24871480464935303,0.3872744143009186,-0.03167015314102173,0.24556057155132294,0.3261938691139221,-0.03096136823296547
J,3,0.267029345035553,0.7979859113693237,-3.1980133030629077e-07,0.3187898099422455,0.7782056331634521,-0.03896830230951309,0.3480819761753082,0.6910130977630615,-0.05414748936891556,0.3119909167289734,0.6000698208808899,-0.06498568505048752,0.2681507170200348,0.5647783279418945,-0.06760802119970322,0.3658205568790436,0.5778239369392395,-0.02224300056695938,0.3626527786254883,0.5055997371673584,-0.04783061891794205,0.3487474322319031,0.5860845446586609,-0.06123293563723564,0.3511086702346802,0.6187590956687927,-0.06750166416168213,0.3290296494960785,0.5530003309249878,-0.014013024978339672,0.327412873506546,0.4869711995124817,-0.04038955271244049,0.3150341808795929,0.581476092338562,-0.045911483466625214,0.32028552889823914,0.6072555184364319,-0.04454927146434784,0.2927152216434479,0.5447545647621155,-0.01236514002084732,0.2915520966053009,0.4814990758895874,-0.03883461281657219,0.2875557243824005,0.560443639755249,-0.03750152140855789,0.290031760931015,0.6068688631057739,-0.029726946726441383,0.2572491765022278,0.5425498485565186,-0.014179492369294167,0.25535595417022705,0.4435393214225769,-0.02800297923386097,0.2508571445941925,0.3833603262901306,-0.030838293954730034,0.24881818890571594,0.3228408396244049,-0.030507341027259827
J,4,0.2677518129348755,0.7904834747314453,-3.1962798630047473e-07,0.3184196949005127,0.7736731767654419,-0.03829240798950195,0.3483674228191376,0.6876235008239746,-0.05309874564409256,0.3136988878250122,0.5963947772979736,-0.0638054832816124,0.2713334858417511,0.5570173263549805,-0.06626439094543457,0.3671504259109497,0.574690043926239,-0.021346893161535263,0.36632218956947327,0.5038416385650635,-0.046745531260967255,0.35114917159080505,0.5828240513801575,-0.05947427451610565,0.3518633246421814,0.6159287095069885,-0.06499505788087845,0.3310484290122986,0.5478532910346985,-0.013445019721984863,0.331542432308197,0.4839964509010315,-0.03966032341122627,0.31756484508514404,0.5764886140823364,-0.04491397365927696,0.3211536705493927,0.6026443243026733,-0.04311322048306465,0.29528239369392395,0.5378574728965759,-0.012097034603357315,0.2957661747932434,0.47480422258377075,-0.03927874192595482,0.2901472747325897,0.553257167339325,-0.03801623731851578,0.2909829616546631,0.5985838174819946,-0.029862169176340103,0.26014721393585205,0.5342599153518677,-0.014048903249204159,0.2591707706451416,0.4355575442314148,-0.028565650805830956,0.25520291924476624,0.3763653039932251,-0.031294167041778564,0.25400713086128235,0.3159668445587158,-0.03047890029847622
J,5,0.26659998297691345,0.7823895215988159,-3.1645265607949113e-07,0.31845515966415405,0.7659266591072083,-0.035169754177331924,0.3493881821632385,0.6804966926574707,-0.0484779067337513,0.31546929478645325,0.5885261297225952,-0.05785840377211571,0.27185481786727905,0.5516069531440735,-0.059308528900146484,0.36747729778289795,0.5715938210487366,-0.02048448845744133,0.36875635385513306,0.49899524450302124,-0.04364418983459473,0.35342860221862793,0.5767870545387268,-0.055439893156290054,0.35347315669059753,0.6078041195869446,-0.061223797500133514,0.33230987191200256,0.5423269271850586,-0.01338510774075985,0.33541202545166016,0.47638624906539917,-0.036812879145145416,0.3204498589038849,0.568225085735321,-0.04051584750413895,0.322852224111557,0.5936101675033569,-0.03864945098757744,0.29659730195999146,0.530036449432373,-0.012264196760952473,0.2993599474430084,0.4642722010612488,-0.03625347092747688,0.29300859570503235,0.5417653918266296,-0.03294685110449791,0.29275599122047424,0.5870718955993652,-0.024646379053592682,0.2608100175857544,0.5241162776947021,-0.014329705387353897,0.2616353929042816,0.4254918694496155,-0.027634305879473686,0.2585018277168274,0.36664944887161255,-0.029581964015960693,0.2579137086868286,0.3073570728302002,-0.028805634006857872
J,6,0.2686665654182434,0.7681130170822144,-3.064117208850803e-07,0.31987106800079346,0.7531713247299194,-0.035582151263952255,0.3502234220504761,0.6719269156455994,-0.049483150243759155,0.3174597918987274,0.5817703604698181,-0.059490155428647995,0.276050865650177,0.5428274273872375,-0.06183987855911255,0.37100881338119507,0.5588774681091309,-0.021328594535589218,0.37136927247047424,0.49029070138931274,-0.04498014226555824,0.35498055815696716,0.5662255883216858,-0.05683770403265953,0.35454875230789185,0.5990753769874573,-0.062231872230768204,0.3354038894176483,0.5293446779251099,-0.014199995435774326,0.3372132182121277,0.4659135937690735,-0.038491908460855484,0.3210439383983612,0.5561237931251526,-0.042638204991817474,0.32295963168144226,0.5834255218505859,-0.04070280119776726,0.2993430197238922,0.516907274723053,-0.013065729290246964,0.3002679944038391,0.4566481113433838,-0.03861340880393982,0.2932458221912384,0.5333360433578491,-0.036418888717889786,0.2931539714336395,0.5784125328063965,-0.02827153541147709,0.2634405791759491,0.5112473964691162,-0.014965715818107128,0.26433825492858887,0.4141366183757782,-0.02888537384569645,0.2615213394165039,0.3549588620662689,-0.03091633878648281,0.26159319281578064,0.29573312401771545,-0.02987086959183216
J,7,0.26855286955833435,0.756027340888977,-2.90738569219684e-07,0.3194367289543152,0.7404987215995789,-0.035898350179195404,0.3496323823928833,0.6587604880332947,-0.049996085464954376,0.3164966106414795,0.5682027339935303,-0.05983063206076622,0.27495765686035156,0.5281965732574463,-0.06191295385360718,0.3684089183807373,0.5472105145454407,-0.022506484761834145,0.37329429388046265,0.48148518800735474,-0.04460534825921059,0.35771644115448,0.5575582981109619,-0.05579327791929245,0.3565922975540161,0.586112916469574,-0.06154347211122513,0.33427828550338745,0.5175989270210266,-0.014976819045841694,0.34038200974464417,0.4563280940055847,-0.037412334233522415,0.32458096742630005,0.5466461777687073,-0.04087609052658081,0.32595500349998474,0.5706422328948975,-0.03936038538813591,0.2990536689758301,0.504927933216095,-0.013253423385322094,0.30473628640174866,0.4448396861553192,-0.03700210526585579,0.29831111431121826,0.5199039578437805,-0.03432219475507736,0.29724758863449097,0.5620154142379761,-0.026792511343955994,0.2637202739715576,0.4986642599105835,-0.01460550632327795,0.26522505283355713,0.4001932144165039,-0.028188077732920647,0.2628966271877289,0.34049397706985474,-0.03059578686952591,0.26272645592689514,0.28029483556747437,-0.030344516038894653
J,8,0.26967653632164,0.7424871921539307,-2.895194199936668e-07,0.32042238116264343,0.7308772802352905,-0.038084983825683594,0.350698858499527,0.647633969783783,-0.05276751518249512,0.3167996108531952,0.5559465289115906,-0.06274712085723877,0.27338072657585144,0.5158115029335022,-0.06504456698894501,0.3709404766559601,0.5328073501586914,-0.024556560441851616,0.37157490849494934,0.4680497944355011,-0.04821738228201866,0.3567070960998535,0.5448840856552124,-0.06060834601521492,0.35637304186820984,0.5757406949996948,-0.06692156940698624,0.3356142044067383,0.5026960968971252,-0.016369830816984177,0.337701678276062,0.4412205219268799,-0.040130481123924255,0.32228267192840576,0.5327699184417725,-0.04454515501856804,0.32469043135643005,0.5577957630157471,-0.04354318231344223,0.299224853515625,0.4906262159347534,-0.014282545074820518,0.30094170570373535,0.4332663416862488,-0.03978905454277992,0.29465335607528687,0.510583758354187,-0.038025371730327606,0.29447486996650696,0.5548940300941467,-0.03062606044113636,0.263070672750473,0.48549580574035645,-0.01538856327533722,0.265000581741333,0.3860127925872803,-0.030174747109413147,0.26278793811798096,0.3248513638973236,-0.033220868557691574,0.262896329164505,0.2637450397014618,-0.03319183737039566
J,9,0.2717287540435791,0.731842577457428,-2.7958429882346536e-07,0.3194272518157959,0.7164828181266785,-0.04007197543978691,0.34636569023132324,0.6373376250267029,-0.05669991299510002,0.31371593475341797,0.5482508540153503,-0.06827665865421295,0.27226734161376953,0.5049983263015747,-0.07199742645025253,0.3694365322589874,0.5201147794723511,-0.028143245726823807,0.36988210678100586,0.4555116295814514,-0.05294547975063324,0.35502952337265015,0.5331122875213623,-0.06556294858455658,0.3544701337814331,0.5635515451431274,-0.07162139564752579,0.33412036299705505,0.49048420786857605,-0.01889381930232048,0.33593183755874634,0.43162980675697327,-0.044055771082639694,0.3210180103778839,0.523535966873169,-0.048879094421863556,0.3230662941932678,0.5474653840065002,-0.04790010303258896,0.2981751263141632,0.47808754444122314,-0.015739601105451584,0.299960196018219,0.4217507243156433,-0.041603852063417435,0.29444852471351624,0.49659886956214905,-0.0402740016579628,0.29481470584869385,0.5376362800598145,-0.033321231603622437,0.2626635432243347,0.471953809261322,-0.015896648168563843,0.26188164949417114,0.3758411705493927,-0.03028247319161892,0.2586069107055664,0.31677836179733276,-0.0332382395863533,0.25780272483825684,0.25731971859931946,-0.03320099040865898
