label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
A,0.2580351829528808,0.6443116664886475,-1.993049636439537e-07,0.2994225323200226,0.6353122591972351,-0.0326147191226482,0.338483989238739,0.5780428647994995,-0.0425578765571117,0.3423212766647339,0.4958619475364685,-0.0467796511948108,0.3359820246696472,0.4389713406562805,-0.0455045737326145,0.3161547780036926,0.4988747239112854,-0.0231742989271879,0.305572509765625,0.4492683410644531,-0.0477479584515094,0.3004749417304992,0.513218879699707,-0.0548431761562824,0.3056086301803589,0.5436293482780457,-0.0544098243117332,0.2886435985565185,0.493223637342453,-0.0124219357967376,0.2795670628547668,0.4455030262470245,-0.0390228256583213,0.2770650684833526,0.5239217281341553,-0.0387574210762977,0.2854570746421814,0.5457459092140198,-0.0312858149409294,0.264924019575119,0.4903956651687622,-0.0066819130443036,0.2539357542991638,0.452562928199768,-0.03434569388628,0.2541037797927856,0.5223037600517273,-0.0245786011219024,0.2643231749534607,0.5449461340904236,-0.0100171715021133,0.2403444349765777,0.4897489845752716,-0.0033814157359302,0.2328187227249145,0.4576369225978851,-0.0206847675144672,0.2341448068618774,0.5073005557060242,-0.0148195484653115,0.2412953674793243,0.5308656096458435,-0.0048310374841094
A,0.1766033172607422,0.3393243551254272,-2.297403796092113e-07,0.2183047384023666,0.3144284188747406,-0.0332318991422653,0.2553516030311584,0.2471727281808853,-0.0431675016880035,0.2518998682498932,0.1580473333597183,-0.0481276512145996,0.2376074194908142,0.0994382500648498,-0.0476704947650432,0.2270031720399856,0.1694496721029281,-0.0163824148476123,0.2092053592205047,0.1107416078448295,-0.0447486713528633,0.2066354602575302,0.1781580597162246,-0.0568413659930229,0.2153539955615997,0.2164366096258163,-0.0587750039994716,0.1980702728033065,0.1695391237735748,-0.005125518888235,0.1811476349830627,0.1146354079246521,-0.0363577231764793,0.1834551990032196,0.1964455395936966,-0.0407074056565761,0.1958360075950622,0.2269296199083328,-0.0347555540502071,0.1738753318786621,0.1713356673717498,0.0003656636399682,0.1569434255361557,0.1321494281291961,-0.030482929199934,0.1610287874937057,0.2046151608228683,-0.0236624777317047,0.1757920235395431,0.2333923578262329,-0.0093355616554617,0.1493540853261947,0.175233319401741,0.003304248675704,0.1373113393783569,0.1416098177433014,-0.0147842494770884,0.1406062841415405,0.1922094374895095,-0.0102769369259476,0.1517363488674163,0.2191666960716247,-0.0004009629483334
A,0.1792362183332443,0.754919707775116,-1.7754004488779176e-07,0.2227484136819839,0.7328834533691406,-0.0285004284232854,0.2590161561965942,0.666879415512085,-0.0377809479832649,0.259931355714798,0.5863204598426819,-0.0421222522854805,0.2501806914806366,0.5321134328842163,-0.0408672988414764,0.2281430959701538,0.5934402346611023,-0.0205732844769954,0.2190206497907638,0.5535039305686951,-0.0429626703262329,0.2226205170154571,0.6199110150337219,-0.0483231879770755,0.2278778851032257,0.6404315233230591,-0.0476242825388908,0.1982761770486831,0.595562756061554,-0.0127178346738219,0.19098000228405,0.5572108030319214,-0.0352215617895126,0.1978870332241058,0.6364511251449585,-0.03308030590415,0.2030738145112991,0.6418716311454773,-0.0260081104934215,0.1718703657388687,0.6008105874061584,-0.0094874398782849,0.1643334031105041,0.5697501301765442,-0.0344778187572956,0.1725715696811676,0.6417220830917358,-0.022959865629673,0.1790368854999542,0.6494573354721069,-0.0087190316990017,0.1446066200733184,0.6093951463699341,-0.0082865105941891,0.1401785761117935,0.5827023386955261,-0.0225105565041303,0.1481775343418121,0.6320819854736328,-0.0138382902368903,0.1525122374296188,0.6456291675567627,-0.0031209546141326
A,0.3001605868339538,0.7347305417060852,-2.216119412423723e-07,0.345185786485672,0.7322121262550354,-0.0264601707458496,0.386408656835556,0.6725780367851257,-0.0334444753825664,0.3927316963672638,0.588838517665863,-0.0357102937996387,0.387962281703949,0.5338625907897949,-0.0327042490243911,0.3639996349811554,0.5966494679450989,-0.0187823325395584,0.3600167632102966,0.5448964834213257,-0.0405983366072177,0.354862242937088,0.6111883521080017,-0.0454849377274513,0.3566548228263855,0.6414260864257812,-0.0439965948462486,0.3354681730270386,0.589981198310852,-0.0110597778111696,0.333293080329895,0.539580225944519,-0.0351292975246906,0.3303808569908142,0.6211406588554382,-0.0338310860097408,0.3337666392326355,0.6425368189811707,-0.0260884724557399,0.3104364275932312,0.5865795016288757,-0.0075864004902541,0.306339681148529,0.546293318271637,-0.0336940549314022,0.3060044050216675,0.6212731003761292,-0.0229351967573165,0.3104559183120727,0.644244372844696,-0.0079906331375241,0.2846442759037018,0.5852316617965698,-0.0058649838902056,0.2839543521404266,0.5512266755104065,-0.0219338331371545,0.2852791845798492,0.6045138239860535,-0.0143941063433885,0.2879278659820556,0.6272481083869934,-0.0035898275673389
A,0.3364547193050384,0.6504831910133362,-2.4259989572783525e-07,0.3784846365451813,0.6427654027938843,-0.0230190567672252,0.4143864810466766,0.5824905633926392,-0.0290563683956861,0.4173227250576019,0.5059534311294556,-0.0311670172959566,0.4129316508769989,0.4539111852645874,-0.0282008554786443,0.3905090391635895,0.5063251852989197,-0.0151380924507975,0.3880701065063476,0.4611669182777405,-0.0359293520450592,0.3856374323368072,0.524710476398468,-0.0408511273562908,0.3862175941467285,0.554719090461731,-0.039431594312191,0.3629482388496399,0.5045430660247803,-0.0089618731290102,0.3626854419708252,0.4604359865188598,-0.0322667881846427,0.3620720505714416,0.5400230288505554,-0.0318828262388706,0.3631742894649505,0.5600246787071228,-0.0248301476240158,0.3388962745666504,0.5063802003860474,-0.0065875272266566,0.3368934988975525,0.4715255796909332,-0.0316584408283233,0.3378955125808716,0.5456440448760986,-0.021076301112771,0.3398449420928955,0.5650807619094849,-0.0064406585879623,0.3141038119792938,0.5114259719848633,-0.0055978139862418,0.3146034777164459,0.4809707403182983,-0.0203641802072525,0.3170125186443329,0.5339204668998718,-0.011904994957149,0.3175015151500702,0.5527617931365967,-0.0006300541572272
A,0.4597499966621399,0.4696548283100128,-2.730843675635697e-07,0.5060954689979553,0.4661383032798767,-0.0170520581305027,0.5431135892868042,0.4098446071147918,-0.0207902584224939,0.5505803227424622,0.3316879868507385,-0.022689988836646,0.5510998964309692,0.277693897485733,-0.021051175892353,0.524924099445343,0.3341915905475616,-0.0104405805468559,0.528679609298706,0.2782675325870514,-0.0305813122540712,0.5223309993743896,0.338776022195816,-0.0357970930635929,0.5173393487930298,0.3793399930000305,-0.0342610031366348,0.4975013434886932,0.3262050747871399,-0.0075966129079461,0.5028181076049805,0.2740442156791687,-0.031037975102663,0.4976292848587036,0.3508327603340149,-0.0326126553118228,0.4937596023082733,0.3844688236713409,-0.0269896890968084,0.4718038439750671,0.3248389661312103,-0.0079236021265387,0.475849449634552,0.2777820229530334,-0.0336771868169307,0.4729458689689636,0.3532381653785705,-0.0249134898185729,0.4703307151794433,0.3861926794052124,-0.0111797666177153,0.4438553154468536,0.3283326327800751,-0.0090185888111591,0.4497023224830627,0.2861308157444,-0.02627420052886,0.4505005776882171,0.3403252065181732,-0.0193969178944826,0.4487262666225433,0.3689022958278656,-0.0088239582255482
A,0.4226126968860626,0.3320590257644653,-2.585737206572958e-07,0.4696215987205505,0.3137667775154114,-0.0185935962945222,0.505898654460907,0.2582620978355407,-0.0241828244179487,0.5120925903320312,0.1789915859699249,-0.0281221233308315,0.5114108324050903,0.1210635304450988,-0.0283387973904609,0.4870799779891968,0.1827864348888397,-0.0098825134336948,0.4863632321357727,0.1230712831020355,-0.0328762084245681,0.4795380234718323,0.1853391975164413,-0.0408141016960144,0.4767396450042724,0.2290673702955246,-0.0406397953629493,0.4586297571659088,0.175524428486824,-0.0068752751685678,0.4582427442073822,0.1186061799526214,-0.0345773063600063,0.4541411399841308,0.1973661333322525,-0.0385543145239353,0.4542728960514068,0.2366735339164734,-0.0334391929209232,0.4326872527599334,0.1760699450969696,-0.0072890822775661,0.4310265779495239,0.1258572936058044,-0.0354222878813743,0.4290021955966949,0.2026750743389129,-0.0267687682062387,0.4298325479030609,0.2399551719427108,-0.0121153136715292,0.4054153859615326,0.1833865493535995,-0.0087156202644109,0.4061099886894226,0.1384000331163406,-0.0269293468445539,0.4076138734817505,0.1941229104995727,-0.0196500606834888,0.4089023768901825,0.2260363101959228,-0.0080278124660253
A,0.3800528943538666,0.3838941156864166,-4.155883175371855e-07,0.4446820318698883,0.3635568618774414,-0.0334916934370994,0.4998915791511535,0.2740210890769958,-0.0439006686210632,0.5077521204948425,0.1559797525405883,-0.0500322766602039,0.5044487118721008,0.069964475929737,-0.0484737493097782,0.4681853652000427,0.1480110883712768,-0.0198347046971321,0.4678069055080414,0.069289356470108,-0.0556839853525161,0.4610652923583984,0.1714210212230682,-0.0654451921582222,0.4592502117156982,0.2268094420433044,-0.0635116696357727,0.4257790148258209,0.1427070200443267,-0.0128582315519452,0.4270261526107788,0.0724631249904632,-0.0523396357893943,0.4227164089679718,0.1989832520484924,-0.0530467294156551,0.4239494502544403,0.2353485375642776,-0.042312528938055,0.3871302008628845,0.1453612744808197,-0.0121503602713346,0.385236918926239,0.084736056625843,-0.0540965348482131,0.3838574290275574,0.2040938138961792,-0.0375115536153316,0.3869952261447906,0.240090399980545,-0.0136111034080386,0.3469281792640686,0.1550936102867126,-0.0134759256616234,0.3475702404975891,0.0982110202312469,-0.0382419303059577,0.350845456123352,0.1828767657279968,-0.0244134087115526,0.3528466820716858,0.2179853171110153,-0.0055663702078163
A,0.1697119027376175,0.453302800655365,-2.66787026248494e-07,0.2228589057922363,0.4210539162158966,-0.0413481816649436,0.2679371833801269,0.3390474319458008,-0.0561389550566673,0.2674131393432617,0.2358016669750213,-0.0645284280180931,0.2507407665252685,0.1647924482822418,-0.0661173537373542,0.2300971895456314,0.2350117713212967,-0.0296899192035198,0.2117816507816314,0.1741097122430801,-0.0644266828894615,0.2113813012838363,0.2597558498382568,-0.0757159143686294,0.2212850451469421,0.3032639324665069,-0.0758656114339828,0.1920342743396759,0.2347793132066726,-0.017829580232501,0.1748570203781128,0.1739175915718078,-0.0555143728852272,0.179075688123703,0.2781088054180145,-0.0565458014607429,0.1927407085895538,0.3111052215099334,-0.0469902716577053,0.1589378416538238,0.2387338578701019,-0.012651071883738,0.1402820348739624,0.1889203190803527,-0.0515408664941787,0.1469996571540832,0.2838199436664581,-0.0395090021193027,0.1628232896327972,0.316529631614685,-0.0200134664773941,0.1258192956447601,0.2490440160036087,-0.0105357216671109,0.1120074167847633,0.2034059464931488,-0.0347270965576171,0.118758738040924,0.2702217698097229,-0.0270062871277332,0.131353422999382,0.3040523827075958,-0.0132977478206157
A,0.1667585372924804,0.6936737298965454,-2.4242808649432845e-07,0.2182549983263015,0.6627663373947144,-0.0336052551865577,0.2603283226490021,0.581868588924408,-0.0453641526401042,0.2606723010540008,0.4871349036693573,-0.051817774772644,0.2454257011413574,0.4238836765289306,-0.0516731180250644,0.2214351743459701,0.491553395986557,-0.0247532241046428,0.2115757763385772,0.441636711359024,-0.0538544431328773,0.2158350646495819,0.5236383080482483,-0.0620613731443882,0.2219136357307434,0.5519723296165466,-0.0620873346924781,0.1848613023757934,0.4943099319934845,-0.0163514390587806,0.1760786920785904,0.4477168321609497,-0.045374821871519,0.1849756091833114,0.5450379252433777,-0.0433164052665233,0.1916221678256988,0.5549275875091553,-0.0348702929913997,0.1520991921424865,0.5016119480133057,-0.0136220771819353,0.1421996057033538,0.4618332087993622,-0.0453030504286289,0.1526339948177337,0.5513138771057129,-0.0307342428714036,0.1609461009502411,0.5634027719497681,-0.012763881124556,0.1186538785696029,0.5134688019752502,-0.0133616514503955,0.1123293563723564,0.4782710373401642,-0.0315473787486553,0.1228172481060028,0.5407893061637878,-0.0203766133636236,0.1291179955005645,0.5604415535926819,-0.006650622934103
